timestamp,OSCaddress,typetag,timetag
0.0,/test_0,fff,1,152.2193,233.18939,111.52719
18.0,/test_0,fff,1,254.89333,230.36812,227.68422
37.0,/test_0,fff,1,22.437658,152.75288,167.66951
55.0,/test_0,fff,1,139.18282,182.21274,45.602993
73.0,/test_0,fff,1,173.9148,222.86343,94.61272
90.0,/test_0,fff,1,163.77394,51.652256,244.32938
108.0,/test_0,fff,1,104.00358,178.4126,70.41235
125.0,/test_0,fff,1,136.81555,110.632324,127.20041
141.0,/test_0,fff,1,135.59235,83.587975,131.48596
159.0,/test_0,fff,1,76.9697,137.17499,202.86864
176.0,/test_0,fff,1,4.7141943,1.7548066,138.14784
192.0,/test_0,fff,1,3.4599729,224.52585,152.62434
209.0,/test_0,fff,1,59.405586,55.761536,218.86714
225.0,/test_0,fff,1,118.14799,10.841092,205.04333
242.0,/test_0,fff,1,203.89784,61.493057,242.84447
258.0,/test_0,fff,1,82.49952,5.806757,147.09448
275.0,/test_0,fff,1,254.65805,90.19714,187.78651
292.0,/test_0,fff,1,225.74951,106.40801,62.362373
309.0,/test_0,fff,1,65.12112,103.748344,123.61702
325.0,/test_0,fff,1,53.421955,201.35608,72.63485
341.0,/test_0,fff,1,136.8705,89.61533,89.118805
358.0,/test_0,fff,1,200.00891,210.8728,242.19334
376.0,/test_0,fff,1,243.45428,191.02316,246.50409
393.0,/test_0,fff,1,40.964096,207.83238,225.2233
409.0,/test_0,fff,1,189.83183,154.08633,127.48071
425.0,/test_0,fff,1,225.93953,118.29894,171.25574
441.0,/test_0,fff,1,179.2872,16.607647,77.00664
460.0,/test_0,fff,1,180.09802,247.50652,6.2077575
478.0,/test_0,fff,1,6.9340806,20.355188,121.37438
494.0,/test_0,fff,1,218.2248,34.934536,10.113705
510.0,/test_0,fff,1,110.88486,244.40482,172.06445
526.0,/test_0,fff,1,171.52542,60.48997,236.58842
545.0,/test_0,fff,1,187.4263,98.46855,149.83588
561.0,/test_0,fff,1,176.51556,183.72568,152.0046
577.0,/test_0,fff,1,119.51991,66.91664,125.69423
594.0,/test_0,fff,1,90.032524,61.828915,171.11911
612.0,/test_0,fff,1,147.74002,24.809416,168.76024
629.0,/test_0,fff,1,61.728493,237.53731,170.19063
645.0,/test_0,fff,1,142.01775,149.59256,116.93141
661.0,/test_0,fff,1,202.09692,222.9674,72.86664
678.0,/test_0,fff,1,177.73254,40.50364,15.510342
696.0,/test_0,fff,1,54.692394,196.72601,124.68977
714.0,/test_0,fff,1,75.93093,199.13766,236.09755
731.0,/test_0,fff,1,5.7162004,47.87527,229.96613
748.0,/test_0,fff,1,191.3271,24.611097,95.753586
764.0,/test_0,fff,1,124.58914,35.3478,217.12988
781.0,/test_0,fff,1,139.0006,66.75875,134.10938
798.0,/test_0,fff,1,52.6851,224.40901,76.9877
817.0,/test_0,fff,1,18.875685,92.17804,153.22856
833.0,/test_0,fff,1,89.1088,228.17694,251.43837
849.0,/test_0,fff,1,159.12692,57.327736,198.92464
868.0,/test_0,fff,1,175.32756,207.59091,24.577188
886.0,/test_0,fff,1,25.173527,34.683838,40.72898
903.0,/test_0,fff,1,179.18327,213.32243,161.18915
921.0,/test_0,fff,1,124.96493,16.020777,52.420498
938.0,/test_0,fff,1,204.28622,230.2056,251.41797
955.0,/test_0,fff,1,203.97157,66.94357,205.05862
971.0,/test_0,fff,1,160.50844,25.28895,121.692375
