timestamp,OSCaddress,typetag,timetag
0,/test_0,fff,1,22.65779,215.93109,8.178392
32,/test_0,fff,1,185.39119,140.8475,121.53306
65,/test_0,fff,1,128.3085,197.42715,125.48237
98,/test_0,fff,1,211.75124,137.77815,188.74217
130,/test_0,fff,1,49.96954,35.25972,125.10134
162,/test_0,fff,1,128.19745,84.80757,38.35815
194,/test_0,fff,1,197.23482,219.66895,142.30751
226,/test_0,fff,1,241.86972,153.17912,167.90211
258,/test_0,fff,1,58.621445,249.2783,77.232285
290,/test_0,fff,1,127.005035,92.71541,227.01671
323,/test_0,fff,1,193.12444,188.6762,137.27371
358,/test_0,fff,1,71.99516,115.2115,56.810524
391,/test_0,fff,1,113.90278,218.05894,91.830475
424,/test_0,fff,1,189.90346,243.9066,153.6976
457,/test_0,fff,1,162.48518,184.88324,158.86327
489,/test_0,fff,1,206.7265,208.32675,69.329285
523,/test_0,fff,1,121.57613,162.40488,181.68063
556,/test_0,fff,1,102.40396,252.58067,223.74063
589,/test_0,fff,1,34.831593,191.13828,119.434494
623,/test_0,fff,1,229.1129,71.76762,98.61115
656,/test_0,fff,1,187.72473,57.482418,149.87537
689,/test_0,fff,1,111.16922,43.112427,165.8793
722,/test_0,fff,1,1.1262443,245.50961,117.363556
756,/test_0,fff,1,17.69074,15.959478,254.53262
790,/test_0,fff,1,127.0529,87.00621,95.90237
823,/test_0,fff,1,182.44408,158.37907,239.51927
856,/test_0,fff,1,80.9288,105.207855,229.00348
891,/test_0,fff,1,205.68887,81.28302,127.91508
925,/test_0,fff,1,242.2749,213.10176,180.04405
959,/test_0,fff,1,165.72697,219.17464,146.67807
992,/test_0,fff,1,52.304558,72.278824,150.41269
1025,/test_0,fff,1,214.06357,94.64099,27.80133
1059,/test_0,fff,1,228.71452,181.6505,153.37909
1092,/test_0,fff,1,37.95636,68.40306,61.173176
1126,/test_0,fff,1,28.259083,11.715137,254.13849
1159,/test_0,fff,1,198.0986,26.89169,98.47929
1192,/test_0,fff,1,9.4120035,68.55402,77.210884
1225,/test_0,fff,1,78.49611,251.18228,159.63553
1258,/test_0,fff,1,35.982002,79.12036,248.52112
1291,/test_0,fff,1,21.570576,84.745895,134.2792
1325,/test_0,fff,1,213.22272,0.6650555,119.97789
1358,/test_0,fff,1,164.9969,200.00203,187.66624
1392,/test_0,fff,1,241.23936,140.90315,170.92863
1425,/test_0,fff,1,16.388567,122.89728,172.39326
1458,/test_0,fff,1,101.43034,116.0619,212.20631
1492,/test_0,fff,1,80.62234,21.16643,70.11232
1525,/test_0,fff,1,5.976441,0.6258568,137.97435
1559,/test_0,fff,1,198.32524,131.40506,125.87784
1592,/test_0,fff,1,124.39128,93.77853,169.31837
1626,/test_0,fff,1,200.06998,181.94566,170.38948
1662,/test_0,fff,1,87.85201,82.35245,90.80461
1695,/test_0,fff,1,104.57212,200.4847,121.98273
1728,/test_0,fff,1,46.796936,10.639155,243.22116
1761,/test_0,fff,1,170.03261,151.45181,90.35268
