timestamp,OSCaddress,typetag,timetag
0,/test_0,fff,1,245.86075,173.79086,165.02998
34,/test_0,fff,1,125.86698,76.31533,176.27615
67,/test_0,fff,1,165.23479,159.21362,5.5050535
100,/test_0,fff,1,39.47374,120.87925,220.70535
133,/test_0,fff,1,81.41387,231.59332,68.96645
166,/test_0,fff,1,105.38601,230.3258,168.36081
201,/test_0,fff,1,3.1976652,72.39747,195.78233
235,/test_0,fff,1,222.77657,93.80247,117.06661
271,/test_0,fff,1,142.33089,123.09189,222.73709
302,/test_0,fff,1,22.670267,53.383488,122.65403
336,/test_0,fff,1,120.5238,167.86467,42.560253
369,/test_0,fff,1,232.02034,117.429184,174.54558
404,/test_0,fff,1,100.719826,178.7705,228.74217
437,/test_0,fff,1,201.89793,239.30107,194.41211
470,/test_0,fff,1,115.96499,112.31138,248.93138
503,/test_0,fff,1,113.13455,132.98035,9.066526
536,/test_0,fff,1,200.04282,81.92303,153.52702
576,/test_0,fff,1,12.044883,138.00537,12.997567
609,/test_0,fff,1,186.78128,105.16095,110.3065
641,/test_0,fff,1,193.03801,176.79147,51.66095
675,/test_0,fff,1,145.32114,41.338787,100.095764
709,/test_0,fff,1,3.4509292,14.215143,248.59776
742,/test_0,fff,1,94.82431,3.2040489,111.471275
775,/test_0,fff,1,51.46766,28.06388,39.318253
808,/test_0,fff,1,75.12542,65.321396,172.47078
842,/test_0,fff,1,229.94098,231.23683,105.73641
875,/test_0,fff,1,125.141266,93.00851,159.81055
908,/test_0,fff,1,50.362286,8.282431,36.74421
942,/test_0,fff,1,166.74937,48.779762,127.324326
975,/test_0,fff,1,67.67999,101.57483,58.405678
1009,/test_0,fff,1,189.93835,89.28215,58.24686
1042,/test_0,fff,1,105.967896,137.00137,235.62712
1076,/test_0,fff,1,121.28809,108.63217,231.49998
1110,/test_0,fff,1,95.652435,135.42328,177.8708
1142,/test_0,fff,1,89.69767,64.84735,100.65596
1177,/test_0,fff,1,107.0302,13.688172,38.308678
1210,/test_0,fff,1,79.18276,166.48831,109.69227
1242,/test_0,fff,1,96.0063,24.087074,245.04381
1275,/test_0,fff,1,200.69205,224.43831,104.64055
1308,/test_0,fff,1,213.79968,27.163588,161.33537
1341,/test_0,fff,1,204.28389,23.38852,29.805935
1374,/test_0,fff,1,229.3508,126.4603,142.8306
1406,/test_0,fff,1,53.167614,32.06952,102.16644
1438,/test_0,fff,1,240.05869,48.448204,59.930355
1472,/test_0,fff,1,197.08713,135.92223,180.3694
1504,/test_0,fff,1,59.699387,173.94067,224.0835
1537,/test_0,fff,1,166.8415,148.79662,197.1203
1569,/test_0,fff,1,74.218544,127.032974,138.57341
1600,/test_0,fff,1,42.044273,31.467495,238.82768
1635,/test_0,fff,1,249.49866,159.97633,81.56238
1668,/test_0,fff,1,34.328743,8.239281,212.34213
1699,/test_0,fff,1,241.97218,77.954216,228.84492
1732,/test_0,fff,1,95.11642,30.009954,17.540056
1765,/test_0,fff,1,38.36306,252.302,74.96169
1797,/test_0,fff,1,181.10075,239.34088,190.45482
1828,/test_0,fff,1,198.03502,180.24152,162.10574
1861,/test_0,fff,1,158.95837,239.44366,7.5147047
1893,/test_0,fff,1,122.67096,155.12733,56.200733
1925,/test_0,fff,1,96.98168,135.4729,31.26825
1958,/test_0,fff,1,102.69063,142.19446,239.21811
1990,/test_0,fff,1,153.57771,238.6263,39.431732
2023,/test_0,fff,1,225.38293,233.97714,93.42244
2057,/test_0,fff,1,64.09674,78.7665,235.92055
2090,/test_0,fff,1,226.96999,63.358727,8.021977
2122,/test_0,fff,1,164.34712,189.47217,131.65144
2153,/test_0,fff,1,188.77722,22.75552,86.88628
2186,/test_0,fff,1,184.14879,56.471355,184.05074
2219,/test_0,fff,1,121.140755,20.542837,183.9663
